congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc
113,House,740,2014-03-06,2,101,230,184,-0.081,0.153,-0.612,-1.494,-11.903,HR3826,Agreed to,,On Agreeing to the Amendment,
113,House,741,2014-03-06,2,102,184,228,-0.156,0.362,0.529,1.16,-19.45,HR3826,Failed,,On Agreeing to the Amendment,
113,House,742,2014-03-06,2,103,190,221,-0.181,0.719,0.517,0.876,-15.743,HR3826,Failed,,On Agreeing to the Amendment,
113,House,743,2014-03-06,2,104,178,231,0.02,-0.278,0.61,1.124,-13.762,HR3826,Failed,,On Agreeing to the Amendment,
113,House,744,2014-03-06,2,105,184,223,-0.002,0.333,1.263,-0.529,-18.314,HR3826,Failed,Electricity Security and Affordability Act,On Motion to Recommit with Instructions,
113,House,745,2014-03-06,2,106,229,184,-0.017,0.016,-0.523,-1.568,-19.73,HR3826,Passed,Electricity Security and Affordability Act,On Passage,
113,House,746,2014-03-06,2,107,211,186,0.087,0.491,-0.747,0.395,-0.388,HRES504,Passed,,On Motion to Table,
113,House,747,2014-03-06,2,108,180,228,-0.098,0.095,0.588,1.407,-14.984,HR2641,Failed,,On Agreeing to the Amendment,
113,House,748,2014-03-06,2,109,222,188,-0.242,0.886,-0.483,-0.727,-19.528,HR2641,Agreed to,,On Agreeing to the Amendment,
113,House,749,2014-03-06,2,110,187,220,0.277,-0.803,0.524,0.883,-21.928,HR2641,Failed,,On Agreeing to the Amendment,
113,House,750,2014-03-06,2,111,192,217,-0.065,0.399,0.321,0.506,-24.401,HR2641,Failed,,On Agreeing to the Amendment,
113,House,751,2014-03-06,2,112,190,217,0.08,0.499,0.749,-0.354,-0.388,HR2641,Failed,Responsibly And Professionally Invigorating Development (RAPID) Act of 2013,On Motion to Recommit with Instructions,
113,House,752,2014-03-06,2,113,229,180,-0.036,-0.22,-0.652,-1.159,-14.327,HR2641,Passed,Responsibly And Professionally Invigorating Development (RAPID) Act of 2013,On Passage,
113,House,753,2014-03-06,2,114,385,23,0.899,-0.115,1.645,-0.813,-61.152,HR4152,Passed,To provide for the costs of loan guarantees for Ukraine,On Motion to Suspend the Rules and Pass,
113,House,754,2014-03-11,2,115,406,1,0.0,0.0,0.0,0.0,0.0,HR3474,Passed,Hire More Heroes Act of 2013,On Motion to Suspend the Rules and Pass,
113,House,755,2014-03-11,2,116,410,0,0.0,0.0,0.0,0.0,0.0,HR3979,Passed,Protecting Volunteer Firefighters and Emergency Responders Act of 2014,"On Motion to Suspend the Rules and Pass, as Amended",
113,House,756,2014-03-11,2,117,402,7,0.0,0.0,0.0,0.0,0.0,HRES499,Passed,"Condemning the violation of Ukrainian sovereignty, independence, and territorial integrity by military forces of the Russian Federation","On Motion to Suspend the Rules and Agree, as Amended",
113,House,757,2014-03-12,2,118,227,190,0.056,0.295,-0.724,0.258,-0.32,HRES511,Passed,"Providing for consideration of the bill (H.R. 4138) to protect the separation of powers in the Constitution of the United States by ensuring that the President takes care that the laws be faithfully executed, and providing for consideration of the bill (H.R. 3973) to amend section 530D of title 28, United States Code",On Ordering the Previous Question,
113,House,758,2014-03-12,2,119,229,192,-0.014,-0.363,-1.101,-0.166,-9.126,HRES511,Passed,"Providing for consideration of the bill (H.R. 4138) to protect the separation of powers in the Constitution of the United States by ensuring that the President takes care that the laws be faithfully executed, and providing for consideration of the bill (H.R. 3973) to amend section 530D of title 28, United States Code",On Agreeing to the Resolution,
113,House,759,2014-03-12,2,120,188,227,-0.008,0.891,0.753,0.32,-3.077,HR4138,Failed,,On Agreeing to the Amendment,
113,House,760,2014-03-12,2,121,190,225,0.067,0.627,1.289,0.035,-20.366,HR4138,Failed,,On Agreeing to the Amendment,
113,House,761,2014-03-12,2,122,185,231,-0.139,0.539,0.7,0.899,-10.217,HR4138,Failed,,On Agreeing to the Amendment,
113,House,762,2014-03-12,2,123,187,228,0.064,0.422,0.727,-0.262,-0.352,HR4138,Failed,Executive Needs to Faithfully Observe and Respect Congressional Enactments of the Law Act of 2014,On Motion to Recommit with Instructions,
113,House,763,2014-03-12,2,124,233,182,-0.084,0.168,-0.648,-0.931,-11.294,HR4138,Passed,Executive Needs to Faithfully Observe and Respect Congressional Enactments of the Law Act of 2014,On Passage,
113,House,764,2014-03-13,2,125,227,193,0.056,0.284,-0.724,0.266,-0.319,HRES515,Passed,"Providing for consideration of H.R. 3189, the Water Rights Protection Act; and providing for consideration of H.R. 4015, the SGR Repeal and Medicare Provider Payment Modernization Act of 2014",On Ordering the Previous Question,
113,House,765,2014-03-13,2,126,228,184,-0.072,0.201,-0.746,0.024,-6.411,HRES515,Passed,"Providing for consideration of H.R. 3189, the Water Rights Protection Act; and providing for consideration of H.R. 4015, the SGR Repeal and Medicare Provider Payment Modernization Act of 2014",On Agreeing to the Resolution,
113,House,766,2014-03-13,2,127,191,227,-0.032,0.05,0.591,-0.88,-10.786,HR3973,Failed,,On Agreeing to the Amendment,
113,House,767,2014-03-13,2,128,192,225,0.061,0.436,0.729,-0.238,-0.357,HR3973,Failed,Faithful Execution of the Law Act of 2014,On Motion to Recommit with Instructions,
113,House,768,2014-03-13,2,129,244,172,-0.217,0.426,-0.312,-0.324,-36.713,HR3973,Passed,Faithful Execution of the Law Act of 2014,On Passage,
113,House,769,2014-03-13,2,130,175,236,-0.131,0.139,1.083,0.644,-22.202,HR3189,Failed,,On Agreeing to the Amendment,
113,House,770,2014-03-13,2,131,183,227,0.014,-0.189,0.699,0.783,-5.018,HR3189,Failed,"To prohibit the conditioning of any permit, lease, or other use agreement on the transfer, relinquishment, or other impairment of any water right to the United States by the Secretaries of the Interior and Agriculture",On Motion to Recommit with Instructions,
113,House,771,2014-03-13,2,132,238,174,-0.157,0.141,-0.738,-0.807,-11.861,HR3189,Passed,"To prohibit the conditioning of any permit, lease, or other use agreement on the transfer, relinquishment, or other impairment of any water right to the United States by the Secretaries of the Interior and Agriculture",On Passage,
113,House,772,2014-03-13,2,133,217,173,0.009,-0.164,-1.106,-0.414,-7.165,HRES517,Passed,Raising a question of the privileges of the House,On Motion to Table,
113,House,773,2014-03-14,2,134,191,226,0.056,0.338,0.727,-0.23,-0.335,HR4015,Failed,"To amend title XVIII of the Social Security Act to repeal the Medicare sustainable growth rate and improve Medicare payments for physicians and other professionals, and for other purposes",On Motion to Recommit with Instructions,
113,House,774,2014-03-14,2,135,238,182,-0.148,-0.343,-0.769,-0.127,-17.951,HR4015,Passed,"To amend title XVIII of the Social Security Act to repeal the Medicare sustainable growth rate and improve Medicare payments for physicians and other professionals, and for other purposes",On Passage,
113,House,775,2014-03-24,2,136,398,0,0.0,0.0,0.0,0.0,0.0,HR3060,Passed,"Sergeant William Moody Post Office Building in Burleson, Texas",On Motion to Suspend the Rules and Pass,
113,House,776,2014-03-24,2,137,393,0,0.0,0.0,0.0,0.0,0.0,HR1813,Passed,"Lance Corporal Daniel Nathan Deyarmin Post Office Building in Tallmadge, Ohio","On Motion to Suspend the Rules and Pass, as Amended",
113,House,777,2014-03-25,2,138,188,231,-0.052,0.146,0.598,1.301,-14.368,HR2824,Failed,,On Agreeing to the Amendment,
113,House,778,2014-03-25,2,139,196,225,-0.162,0.5,0.379,0.893,-28.943,HR2824,Failed,,On Agreeing to the Amendment,
113,House,779,2014-03-25,2,140,197,224,0.056,0.222,0.315,0.154,-12.751,HR2824,Failed,"To amend the Surface Mining Control and Reclamation Act of 1977 to stop the ongoing waste by the Department of the Interior of taxpayer resources and implement the final rule on excess spoil, mining waste, and buffers for perennial and intermittent streams, and for other purposes",On Motion to Recommit with Instructions,
113,House,780,2014-03-25,2,141,229,193,0.133,-0.166,-0.371,-1.187,-29.583,HR2824,Passed,"To amend the Surface Mining Control and Reclamation Act of 1977 to stop the ongoing waste by the Department of the Interior of taxpayer resources and implement the final rule on excess spoil, mining waste, and buffers for perennial and intermittent streams, and for other purposes",On Passage,
113,House,781,2014-03-26,2,142,230,187,-0.008,-0.035,-0.788,-0.783,-8.868,HRES524,Passed,"Providing for consideration of H.R. 1459, the Ensuring Public Involvement in the Creation of National Monuments Act",On Ordering the Previous Question,
113,House,782,2014-03-26,2,143,227,190,0.053,0.279,-0.726,0.236,-0.32,HRES524,Passed,"Providing for consideration of H.R. 1459, the Ensuring Public Involvement in the Creation of National Monuments Act",On Agreeing to the Resolution,
113,House,783,2014-03-26,2,144,418,0,0.0,0.0,0.0,0.0,0.0,HR1228,Passed,"Corporal Justin D. Ross Post Office Building in Green Bay, Wisconsin","On Motion to Suspend the Rules and Pass, as Amended",
113,House,784,2014-03-26,2,145,197,223,0.071,0.202,0.624,1.133,-17.309,HR1459,Failed,,On Agreeing to the Amendment,
113,House,785,2014-03-26,2,146,193,227,0.062,0.456,0.728,-0.238,-0.364,HR1459,Failed,"To ensure that the National Environmental Policy Act of 1969 applies to the declaration of national monuments, and for other purposes",On Motion to Recommit with Instructions,
113,House,786,2014-03-26,2,147,222,201,0.116,0.068,-0.598,-1.371,-27.95,HR1459,Passed,"To ensure that the National Environmental Policy Act of 1969 applies to the declaration of national monuments, and for other purposes",On Passage,
113,House,787,2014-03-27,2,148,399,19,0.793,-0.225,0.236,-0.624,-56.728,HR4278,Passed,"To support the independence, sovereignty, and territorial integrity of Ukraine, and for other purposes","On Motion to Suspend the Rules and Pass, as Amended",
113,House,788,2014-04-01,2,149,378,34,0.636,-0.354,0.185,-0.414,-82.734,HR4152,Passed,To provide for the costs of loan guarantees for Ukraine,On Motion to Suspend the Rules and Concur in the Senate Amendment,
113,House,789,2014-04-01,2,150,399,12,0.848,0.011,0.284,-0.249,-42.583,S2183,Passed,United States international programming to Ukraine and neighboring regions,On Motion to Suspend the Rules and Pass,
113,House,790,2014-04-01,2,151,261,140,0.791,0.379,0.06,-0.083,-253.393,,Passed,,On Approving the Journal,
113,House,791,2014-04-02,2,152,229,194,0.058,0.384,-0.728,0.235,-0.343,HRES530,Passed,Providing for consideration of the bill (H.R. 2575) to amend the Internal Revenue Code of 1986 to repeal the 30-hour threshold for classification as a full-time employee for purposes of the employer mandate in the Patient Protection and Affordable Care Act and replace it with 40 hours,On Ordering the Previous Question,
113,House,792,2014-04-02,2,153,236,186,-0.088,0.015,-1.182,-0.246,-19.774,HRES530,Passed,Providing for consideration of the bill (H.R. 2575) to amend the Internal Revenue Code of 1986 to repeal the 30-hour threshold for classification as a full-time employee for purposes of the employer mandate in the Patient Protection and Affordable Care Act and replace it with 40 hours,On Agreeing to the Resolution,
113,House,793,2014-04-02,2,154,262,157,0.728,-0.315,0.025,-0.093,-275.834,,Passed,,On Approving the Journal,
113,House,794,2014-04-03,2,155,191,232,-0.055,0.114,0.702,0.851,-4.343,HR2575,Failed,Save American Workers Act of 2014,On Motion to Recommit with Instructions,
113,House,795,2014-04-03,2,156,248,180,-0.241,0.384,-0.72,-0.751,-20.808,HR2575,Passed,Save American Workers Act of 2014,On Passage,
113,House,796,2014-04-04,2,157,222,193,0.059,0.416,-0.728,0.226,-0.353,HRES539,Passed,"Providing for consideration of the bill (H.R. 1874) the Pro-Growth Budgeting Act, providing for consideration of the bill (H.R. 1871) Baseline Reform Act and providing for consideration of the bill (H.R. 1872) Budget and Accounting Transparency Act and for other purposes",On Ordering the Previous Question,
113,House,797,2014-04-04,2,158,220,194,0.058,0.383,-0.728,0.234,-0.344,HRES539,Passed,"Providing for consideration of the bill (H.R. 1874) the Pro-Growth Budgeting Act, providing for consideration of the bill (H.R. 1871) Baseline Reform Act and providing for consideration of the bill (H.R. 1872) Budget and Accounting Transparency Act and for other purposes",On Agreeing to the Resolution,
113,House,798,2014-04-04,2,159,182,214,-0.254,0.967,0.334,0.481,-36.082,HR1874,Failed,,On Agreeing to the Amendment,
113,House,799,2014-04-04,2,160,189,211,-0.134,0.991,0.325,0.38,-34.128,HR1874,Failed,,On Agreeing to the Amendment,
113,House,800,2014-04-04,2,161,186,219,-0.135,0.87,0.348,0.34,-25.261,HR1874,Failed,,On Agreeing to the Amendment,
113,House,801,2014-04-04,2,162,185,222,-0.095,0.707,0.267,0.181,-33.609,HR1874,Failed,,On Agreeing to the Amendment,
113,House,802,2014-04-04,2,163,187,218,0.164,0.714,0.738,-0.428,-5.088,HR1874,Failed,Pro-Growth Budgeting Act,On Motion to Recommit with Instructions,
113,House,803,2014-04-04,2,164,224,182,-0.053,0.104,-1.181,-0.358,-13.544,HR1874,Passed,Pro-Growth Budgeting Act,On Passage,
113,House,804,2014-04-07,2,165,179,217,-0.034,-0.025,1.018,0.194,-7.338,HR1872,Failed,Budget and Accounting Transparency Act,On Motion to Recommit with Instructions,
113,House,805,2014-04-07,2,166,230,165,-0.176,0.175,-1.019,-0.076,-27.643,HR1872,Passed,Budget and Accounting Transparency Act,On Passage,
113,House,806,2014-04-08,2,167,191,221,0.156,0.584,0.744,-0.435,-5.123,HR1871,Failed,Baseline Reform Act,On Motion to Recommit with Instructions,
113,House,807,2014-04-08,2,168,230,185,-0.167,0.602,-0.753,-0.5,-8.822,HR1871,Passed,Baseline Reform Act,On Passage,
113,House,808,2014-04-08,2,169,219,190,0.065,0.435,-0.726,0.254,-0.344,HRES544,Passed,"Providing for consideration of the concurrent resolution (H.Con.Res. 96) establishing the budget for the United States Government for fiscal year 2015 and setting forth appropriate budgetary levels for fiscal years 2016 through 2024, and providing for proceedings from April 11, 2014, through April 25, 2014",On Ordering the Previous Question,
113,House,809,2014-04-08,2,170,222,194,0.159,0.591,-0.74,0.445,-5.114,HRES544,Passed,"Providing for consideration of the concurrent resolution (H.Con.Res. 96) establishing the budget for the United States Government for fiscal year 2015 and setting forth appropriate budgetary levels for fiscal years 2016 through 2024, and providing for proceedings from April 11, 2014, through April 25, 2014",On Agreeing to the Resolution,
113,House,810,2014-04-09,2,171,2,413,0.0,0.0,0.0,0.0,0.0,HCONRES96,Failed,,On Agreeing to the Amendment,
113,House,811,2014-04-09,2,172,116,300,-0.352,-0.074,0.744,-0.063,-70.279,HCONRES96,Failed,,On Agreeing to the Amendment,
113,House,812,2014-04-09,2,173,89,327,-0.399,0.068,0.79,0.003,-72.029,HCONRES96,Failed,,On Agreeing to the Amendment,
113,House,813,2014-04-09,2,174,257,159,-0.538,0.843,-0.231,-0.456,-138.776,HR4414,Failed,Expatriate Health Coverage Clarification Act of 2014,On Motion to Suspend the Rules and Pass,
113,House,814,2014-04-10,2,175,133,291,0.462,0.025,-1.079,-0.737,-92.584,HCONRES96,Failed,,On Agreeing to the Amendment,
113,House,815,2014-04-10,2,176,163,261,-0.241,0.051,0.823,-0.009,-34.636,HCONRES96,Failed,,On Agreeing to the Amendment,
113,House,816,2014-04-10,2,177,219,205,0.036,0.947,-0.259,-0.152,-49.001,HCONRES96,Passed,Establishing the budget for the United States Government for fiscal year 2015 and setting forth appropriate budgetary levels for fiscal years 2016 through 2024,On Agreeing to the Resolution,
113,House,817,2014-04-28,2,178,367,16,0.992,-0.029,1.236,-2.335,-57.177,HR4192,Passed,To amend the Act entitled “An Act to regulate the height of buildings in the District of Columbia” to clarify the rules of the District of Columbia regarding human occupancy of penthouses above the top story of the building upon which the penthouse is placed.,"On Motion to Suspend the Rules and Pass, as Amended",
113,House,818,2014-04-28,2,179,384,0,0.0,0.0,0.0,0.0,0.0,HR4120,Passed,To amend the National Law Enforcement Museum Act to extend the termination date,On Motion to Suspend the Rules and Pass,
113,House,819,2014-04-29,2,180,226,189,-0.043,0.106,-0.982,-0.186,-7.352,HRES555,Passed,"Providing for consideration of H.R. 4414, Expatriate Health Coverage Clarification Act of 2014",On Ordering the Previous Question,
113,House,820,2014-04-29,2,181,238,181,-0.152,-0.053,-1.058,0.227,-26.779,HRES555,Passed,"Providing for consideration of H.R. 4414, Expatriate Health Coverage Clarification Act of 2014",On Agreeing to the Resolution,
113,House,821,2014-04-29,2,182,268,150,-0.548,0.837,-0.245,-0.453,-137.295,HR4414,Passed,Expatriate Health Coverage Clarification Act of 2014,On Passage,
113,House,822,2014-04-29,2,183,403,13,0.915,-0.296,1.396,1.016,-52.892,HR627,Passed,National Park Service 100th Anniversary Commemorative Coin Act,"On Motion to Suspend the Rules and Pass, as Amended",
113,House,823,2014-04-30,2,184,227,189,0.065,0.527,-0.731,0.237,-0.392,HRES557,Passed,"Providing for consideration of (H.R. 4486) making appropriations for military construction, the Department of Veterans Affairs, and related agencies for FY 2015, and providing for consideration of (H.R. 4487) making appropriations for the Legislative Branch for FY 2015.",On Ordering the Previous Question,
113,House,824,2014-04-30,2,185,169,249,-0.343,0.398,0.294,0.702,-61.245,HR4486,Failed,,On Agreeing to the Amendment,
113,House,825,2014-04-30,2,186,195,222,-0.365,0.448,0.229,0.959,-98.926,HR4486,Failed,,On Agreeing to the Amendment,
113,House,826,2014-04-30,2,187,416,1,0.0,0.0,0.0,0.0,0.0,HR4486,Passed,"Making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2015, and for other purposes",On Passage,
113,House,827,2014-05-01,2,188,196,221,-0.334,-0.823,-0.064,0.161,-256.325,HR4487,Failed,,On Agreeing to the Amendment,
113,House,828,2014-05-01,2,189,219,198,0.166,-0.986,-0.142,-0.066,-151.341,HR4487,Agreed to,,On Agreeing to the Amendment,
113,House,829,2014-05-01,2,190,207,212,0.064,-0.989,-0.15,0.04,-146.153,HR4487,Failed,,On Agreeing to the Amendment,
113,House,830,2014-05-01,2,191,164,248,0.073,-0.308,0.141,0.387,-106.552,HR4487,Failed,,On Agreeing to the Amendment,
113,House,831,2014-05-01,2,192,194,222,-0.109,0.994,0.373,0.375,-19.495,HR4487,Failed,"Making appropriations for Legislative Branch, FY 2015",On Motion to Recommit with Instructions,
113,House,832,2014-05-01,2,193,402,14,0.839,0.215,0.227,0.151,-62.322,HR4487,Passed,"Making appropriations for Legislative Branch, FY 2015",On Passage,
113,House,833,2014-05-06,2,194,388,4,0.0,0.0,0.0,0.0,0.0,HR4292,Passed,Foreign Cultural Exchange Jurisdictional Immunity Clarification Act,On Motion to Suspend the Rules and Pass,
113,House,834,2014-05-06,2,195,395,0,0.0,0.0,0.0,0.0,0.0,HR3584,Passed,Capital Access for Small Community Financial Institutions Act,"On Motion to Suspend the Rules and Pass, as Amended",
113,House,835,2014-05-06,2,196,253,127,0.937,-0.134,0.048,-0.029,-240.916,,Passed,,On Approving the Journal,
113,House,836,2014-05-07,2,197,223,192,0.064,0.471,-0.729,0.243,-0.369,HRES568,Passed,"Relating to the consideration of House Report 113-415 and an accompanying resolution, and providing for consideration of the resolution (H.Res. 565) calling on Attorney General Eric H. Holder, Jr., to appoint a special counsel to investigate the targeting of conservative nonprofit groups by the Internal Revenue Service",On Ordering the Previous Question,
113,House,837,2014-05-07,2,198,224,187,-0.063,0.426,-0.741,-0.157,-5.413,HRES568,Passed,"Relating to the consideration of House Report 113-415 and an accompanying resolution, and providing for consideration of the resolution (H.Res. 565) calling on Attorney General Eric H. Holder, Jr., to appoint a special counsel to investigate the targeting of conservative nonprofit groups by the Internal Revenue Service",On Agreeing to the Resolution,
113,House,838,2014-05-07,2,199,225,191,-0.054,0.527,-0.714,-0.368,-3.402,HRES569,Passed,Providing for consideration of the bill (H.R. 4438) to amend the Internal Revenue Code of 1986 to simplify and make permanent the research credit,On Ordering the Previous Question,
113,House,839,2014-05-07,2,200,230,188,-0.046,0.287,-1.229,0.471,-21.632,HRES569,Passed,Providing for consideration of the bill (H.R. 4438) to amend the Internal Revenue Code of 1986 to simplify and make permanent the research credit,On Agreeing to the Resolution,
113,House,840,2014-05-07,2,201,383,33,0.732,-0.14,1.082,1.267,-79.464,HR863,Passed,"To establish the Commission to Study the Potential Creation of a National Women’s History Museum, and for other purposes","On Motion to Suspend the Rules and Pass, as Amended",
113,House,841,2014-05-07,2,202,191,224,-0.047,0.51,0.724,0.316,-2.909,HRES574,Failed,"Recommending that the House of Representatives find Lois G. Lerner, former Director, Exempt Organizations, Internal Revenue Service, in contempt of Congress for refusal to comply with a subpoena duly issued by the Committee on Oversight & Government Reform",On the Motion to Refer the Resolution to the Committee on Oversight and Government Reform,
113,House,842,2014-05-07,2,203,231,187,-0.114,0.179,-0.672,-0.568,-12.919,HRES574,Passed,"Recommending that the House of Representatives find Lois G. Lerner, former Director, Exempt Organizations, Internal Revenue Service, in contempt of Congress for refusal to comply with a subpoena duly issued by the Committee on Oversight & Government Reform",On Agreeing to the Resolution,
113,House,843,2014-05-07,2,204,250,168,-0.219,0.097,-0.955,0.108,-39.84,HRES565,Passed,"Calling on Attorney General Eric H. Holder, Jr., to appoint a special counsel to investigate the targeting of conservative nonprofit groups by the Internal Revenue Service",On Agreeing to the Resolution,
113,House,844,2014-05-08,2,205,232,178,-0.135,0.129,-0.716,0.335,-18.682,HRES576,Passed,"Providing for consideration of H.R. 10, the Success and Opportunity through Quality Charter Schools Act and relating to consideration of H.R. 4438, the American Research and Competitiveness Act of 2014","On Agreeing to the Resolution, as Amended",
113,House,845,2014-05-08,2,206,223,192,0.06,0.435,-0.729,0.233,-0.358,HRES575,Passed,"Providing for consideration of H.Res. 567, providing for the Establishment of the Select Committee on the Events Surrounding the 2012 Terrorist Attack in Benghazi",On Ordering the Previous Question,
113,House,846,2014-05-08,2,207,224,192,-0.029,-0.013,-0.679,0.46,-2.898,HRES575,Passed,"Providing for consideration of H.Res. 567, providing for the Establishment of the Select Committee on the Events Surrounding the 2012 Terrorist Attack in Benghazi",On Agreeing to the Resolution,
113,House,847,2014-05-08,2,208,297,117,0.511,-0.165,1.402,1.384,-136.899,HR2548,Passed,Electrify Africa Act of 2014,"On Motion to Suspend the Rules and Pass, as Amended",
113,House,848,2014-05-08,2,209,232,186,-0.145,0.332,-0.656,-0.454,-13.154,HRES567,Passed,Providing for the Establishment of the Select Committee on the Events Surrounding the 2012 Terrorist Attack in Benghazi,On Agreeing to the Resolution,
113,House,849,2014-05-09,2,210,191,209,0.189,0.958,0.755,-0.465,-5.06,HR4438,Failed,American Research and Competitiveness Act of 2014,On Motion to Recommit with Instructions,
113,House,850,2014-05-09,2,211,274,132,-0.294,-0.039,-0.232,0.169,-105.926,HR4438,Passed,American Research and Competitiveness Act of 2014,On Passage,
113,House,851,2014-05-09,2,212,190,205,0.086,0.118,0.2,0.148,-52.391,HR10,Failed,,On Agreeing to the Amendment,
113,House,852,2014-05-09,2,213,179,220,0.053,0.999,0.259,-0.121,-52.239,HR10,Failed,,On Agreeing to the Amendment,
113,House,853,2014-05-09,2,214,373,32,0.75,0.057,1.448,-0.508,-65.245,HR10,Agreed to,,On Agreeing to the Amendment,
113,House,854,2014-05-09,2,215,378,27,0.839,0.041,1.502,-1.132,-59.075,HR10,Agreed to,,On Agreeing to the Amendment,
113,House,855,2014-05-09,2,216,363,41,0.707,0.006,1.404,-0.973,-71.81,HR10,Agreed to,,On Agreeing to the Amendment,
113,House,856,2014-05-09,2,217,360,45,-0.617,0.179,-0.189,-0.095,-114.567,HR10,Passed,To amend the charter school program under the Elementary and Secondary Education Act of 1965.,On Passage,
113,House,857,2014-05-19,2,218,371,10,0.807,-0.029,0.307,-0.109,-37.14,HR2203,Passed,"To provide for the award of a gold medal on behalf of Congress to Jack Nicklaus, in recognition of his service to the Nation in promoting excellence, good sportsmanship, and philanthropy","On Motion to Suspend the Rules and Pass, as Amended",
113,House,858,2014-05-19,2,219,381,0,0.0,0.0,0.0,0.0,0.0,HR685,Passed,"To award a Congressional Gold Medal to the American Fighter Aces, collectively, in recognition of their heroic military service and defense of our country’s freedom throughout the history of aviation warfare","On Motion to Suspend the Rules and Pass, as Amended",
113,House,859,2014-05-20,2,220,412,4,0.0,0.0,0.0,0.0,0.0,HR3080,Passed,"To provide for improvements to the rivers and harbors of the United States, to provide for the conservation and development of water and related resources, and for other purposes",On Motion to Suspend the Rules and Agree to the Conference Report,
113,House,860,2014-05-20,2,221,409,0,0.0,0.0,0.0,0.0,0.0,HR3530,Passed,Justice for Victims of Trafficking Act,"On Motion to Suspend the Rules and Pass, as Amended",
113,House,861,2014-05-20,2,222,392,19,-0.672,0.012,-1.399,-0.568,-62.222,HR4225,Passed,Stop Advertising Victims of Exploitation (SAVE) Act of 2014,"On Motion to Suspend the Rules and Pass, as Amended",
113,House,862,2014-05-21,2,223,7,381,0.0,0.0,0.0,0.0,0.0,,Failed,,On Motion to Adjourn,
113,House,863,2014-05-21,2,224,23,361,-0.32,-0.947,0.19,0.441,-63.052,,Failed,,On Motion to Adjourn,
113,House,864,2014-05-21,2,225,192,229,-0.24,0.671,0.201,0.328,-83.386,HR4435,Failed,,On Agreeing to the Amendment,
113,House,865,2014-05-21,2,226,194,227,-0.077,0.43,0.258,0.308,-33.016,HR4435,Failed,,On Agreeing to the Amendment,
113,House,866,2014-05-21,2,227,222,196,-0.163,0.824,-0.262,-0.322,-47.077,HR4435,Agreed to,,On Agreeing to the Amendment,
113,House,867,2014-05-21,2,228,231,190,-0.154,0.615,-0.244,-0.256,-45.33,HRES590,Passed,Providing for further consideration of the bill (H.R. 4435) “Howard P. ’Buck’ McKeon National Defense Authorization Act of FY 2015”; and providing for consideration of the bill (H.R. 3361) USA FREEDOM Act,On Agreeing to the Resolution,
113,House,868,2014-05-21,2,229,390,33,-0.551,-0.014,-1.282,0.234,-64.592,HR4031,Passed,Department of Veterans Affairs Management Accountability Act,On Motion to Suspend the Rules and Pass,
113,House,869,2014-05-22,2,230,304,121,-0.902,0.313,-0.21,-1.141,-221.185,HR3361,Passed,USA FREEDOM Act,On Passage,
113,House,870,2014-05-22,2,231,231,192,-0.135,0.481,-0.369,-0.677,-20.387,HR4435,Agreed to,,On Agreeing to the Amendment,
113,House,871,2014-05-22,2,232,245,177,-0.145,0.436,-0.258,-0.049,-50.496,HR4435,Agreed to,,On Agreeing to the Amendment,
113,House,872,2014-05-22,2,233,178,247,-0.446,0.847,0.444,0.899,-50.069,HR4435,Failed,,On Agreeing to the Amendment,
113,House,873,2014-05-22,2,234,191,230,-0.506,0.846,0.551,1.572,-67.101,HR4435,Failed,,On Agreeing to the Amendment,
113,House,874,2014-05-22,2,235,179,244,0.304,-0.703,-1.51,-0.307,-104.546,HR4435,Failed,,On Agreeing to the Amendment,
113,House,875,2014-05-22,2,236,233,191,-0.148,0.558,-0.26,-0.335,-38.463,HR4435,Agreed to,,On Agreeing to the Amendment,
113,House,876,2014-05-22,2,237,191,233,-0.606,0.795,0.524,1.774,-112.794,HR4435,Failed,,On Agreeing to the Amendment,
113,House,877,2014-05-22,2,238,224,199,-0.362,0.932,0.554,1.731,-73.895,HR4435,Agreed to,,On Agreeing to the Amendment,
113,House,878,2014-05-22,2,239,194,227,0.052,0.332,0.727,-0.2,-0.331,HR4435,Failed,"To authorize appropriations for fiscal year 2015 for military activities of the Department of Defense and for military construction, to prescribe military personnel strengths for such fiscal year, and for other purposes",On Motion to Recommit with Instructions,
113,House,879,2014-05-22,2,240,325,99,-0.583,0.126,-0.258,-1.198,-115.351,HR4435,Passed,"To authorize appropriations for fiscal year 2015 for military activities of the Department of Defense and for military construction, to prescribe military personnel strengths for such fiscal year, and for other purposes",On Passage,
113,House,880,2014-05-28,2,241,379,1,0.0,0.0,0.0,0.0,0.0,HRES599,Passed,"Urging the Government of the People’s Republic of China to respect the freedom of assembly, expression, and religion and all fundamental human rights and the rule of law for all its citizens and to stop censoring discussion of the 1989 Tiananmen Square demonstrations and their violent suppression",On Motion to Suspend the Rules and Agree,
113,House,881,2014-05-28,2,242,370,0,0.0,0.0,0.0,0.0,0.0,HR503,Passed,National Desert Storm and Desert Shield War Memorial Act,"On Motion to Suspend the Rules and Pass, as Amended",
